rank,rank_stylectrl,model,arena_score,95_pct_ci,votes,organization,license,knowledge_cutoff,url,snapshot_date_extracted,arena_elo
23,15.0,Claude 3.5 Sonnet (20240620),1268.0,+2/-3,86167,Anthropic,Proprietary,2024/4,https://www.anthropic.com/news/claude-3-5-sonnet,2025-01-24,
23,17.0,Meta-Llama-3.1-405B-Instruct-fp8,1267.0,+3/-3,63187,Meta,Llama 3.1 Community,2023/12,https://ai.meta.com/blog/meta-llama-3-1/,2025-01-24,
25,16.0,Gemini Advanced App (2024-05-14),1267.0,+3/-2,52145,Google,Proprietary,Online,https://gemini.google.com/advanced,2025-01-24,
25,39.0,Grok-2-Mini-08-13,1266.0,+3/-3,55507,xAI,Proprietary,2024/3,https://x.ai/blog/grok-2,2025-01-24,
25,18.0,GPT-4o-2024-08-06,1265.0,+3/-3,47975,OpenAI,Proprietary,2023/10,https://platform.openai.com/docs/models/gpt-4o,2025-01-24,
25,28.0,Qwen-Max-0919,1263.0,+6/-5,17434,Alibaba,Qwen,Unknown,https://help.aliyun.com/zh/dashscope/developer-reference/model-introduction,2025-01-24,
26,24.0,Yi-Lightning-lite,1264.0,+3/-4,17068,01 AI,Proprietary,Unknown,https://platform.lingyiwanwu.com/docs#%E6%A8%A1%E5%9E%8B%E4%B8%8E%E8%AE%A1%E8%B4%B9,2025-01-24,
34,24.0,Gemini-1.5-Pro-001,1260.0,+3/-2,82433,Google,Proprietary,2023/11,https://aistudio.google.com/app/prompts/new_chat?model=gemini-1.5-pro,2025-01-24,
34,35.0,Deepseek-v2.5,1258.0,+4/-4,26345,DeepSeek,DeepSeek,Unknown,https://huggingface.co/deepseek-ai/DeepSeek-V2.5,2025-01-24,
34,42.0,Qwen2.5-72B-Instruct,1257.0,+4/-3,40664,Alibaba,Qwen,2024/9,https://qwenlm.github.io/blog/qwen2.5/,2025-01-24,
35,24.0,GPT-4-Turbo-2024-04-09,1256.0,+2/-2,102125,OpenAI,Proprietary,2023/12,https://platform.openai.com/docs/models/gpt-4-turbo-and-gpt-4,2025-01-24,
35,25.0,Llama-3.3-70B-Instruct,1256.0,+4/-6,16905,Meta,Llama-3.3,Unknown,https://huggingface.co/meta-llama/Llama-3.3-70B-Instruct,2025-01-24,
40,29.0,Mistral-Large-2407,1251.0,+3/-3,48205,Mistral,Mistral Research,2024/7,https://mistral.ai/news/mistral-large-2407/,2025-01-24,
40,40.0,Athene-70B,1250.0,+3/-5,20609,NexusFlow,CC-BY-NC-4.0,2024/7,https://huggingface.co/Nexusflow/Athene-70B,2025-01-24,
40,27.0,GPT-4-1106-preview,1250.0,+2/-2,103732,OpenAI,Proprietary,2023/4,https://openai.com/blog/new-models-and-developer-products-announced-at-devday,2025-01-24,
40,46.0,Meta-Llama-3.1-70B-Instruct,1248.0,+3/-3,58785,Meta,Llama 3.1 Community,2023/12,https://ai.meta.com/blog/meta-llama-3-1/,2025-01-24,
40,44.0,Llama-3.1-Tulu-3-70B,1244.0,+9/-10,3031,Ai2,Llama 3.1,Unknown,https://huggingface.co/allenai/Llama-3.1-Tulu-3-70B,2025-01-24,
41,25.0,Claude 3 Opus,1247.0,+2/-2,202713,Anthropic,Proprietary,2023/8,https://www.anthropic.com/news/claude-3-family,2025-01-24,
41,46.0,Amazon Nova Pro 1.0,1243.0,+6/-4,13738,Amazon,Proprietary,Unknown,https://docs.aws.amazon.com/nova/latest/userguide/what-is-nova.html,2025-01-24,
42,42.0,Mistral-Large-2411,1244.0,+5/-5,12008,Mistral,MRL,Unknown,https://huggingface.co/mistralai/Mistral-Large-Instruct-2411,2025-01-24,
43,31.0,GPT-4-0125-preview,1245.0,+2/-2,97064,OpenAI,Proprietary,2023/12,https://openai.com/blog/new-models-and-developer-products-announced-at-devday,2025-01-24,
46,25.0,Claude 3.5 Haiku (20241022),1239.0,+6/-7,12181,Anthropic,Propretary,Unknown,https://www.anthropic.com/news/3-5-models-and-computer-use,2025-01-24,
47,49.0,Yi-Large-preview,1240.0,+3/-3,51655,01 AI,Proprietary,Unknown,https://platform.lingyiwanwu.com/docs#%E6%A8%A1%E5%9E%8B,2025-01-24,
47,46.0,Reka-Core-20240904,1235.0,+6/-5,7942,Reka AI,Proprietary,Unknown,https://docs.reka.ai/available-models,2025-01-24,
49,49.0,Reka-Core-20240722,1231.0,+7/-5,13297,Reka AI,Proprietary,Unknown,https://docs.reka.ai/available-models,2025-01-24,
51,46.0,Qwen-Plus-0828,1227.0,+6/-5,14629,Alibaba,Proprietary,Unknown,https://help.aliyun.com/zh/model-studio/getting-started/models,2025-01-24,
53,49.0,Gemini-1.5-Flash-001,1227.0,+3/-2,65656,Google,Proprietary,2023/11,https://aistudio.google.com/app/prompts/new_chat?model=gemini-1.5-flash,2025-01-24,
53,46.0,Jamba-1.5-Large,1221.0,+5/-5,9125,AI21 Labs,Jamba Open,2024/3,https://www.ai21.com/jamba,2025-01-24,
54,58.0,Qwen2.5-Coder-32B-Instruct,1217.0,+8/-8,5730,Alibaba,Apache 2.0,Unknown,https://huggingface.co/Qwen/Qwen2.5-Coder-32B-Instruct,2025-01-24,
55,49.0,Gemma-2-27B-it,1220.0,+3/-3,73168,Google,Gemma license,2024/6,https://aistudio.google.com/app/prompts/new_chat?model=gemma-2-27b-it,2025-01-24,
55,49.0,Deepseek-v2-API-0628,1220.0,+4/-4,19513,DeepSeek AI,DeepSeek,Unknown,https://platform.deepseek.com/api-docs/updates#deepseek-chat,2025-01-24,
55,68.0,Amazon Nova Lite 1.0,1219.0,+5/-6,11563,Amazon,Proprietary,Unknown,https://docs.aws.amazon.com/nova/latest/userguide/what-is-nova.html,2025-01-24,
56,49.0,Gemma-2-9B-it-SimPO,1216.0,+5/-6,10551,Princeton,MIT,2024/7,https://huggingface.co/princeton-nlp/gemma-2-9b-it-SimPO,2025-01-24,
56,51.0,Command R+ (08-2024),1215.0,+5/-5,10541,Cohere,CC-BY-NC-4.0,2024/8,https://docs.cohere.com/docs/command-r-plus#model-details,2025-01-24,
56,51.0,Deepseek-Coder-v2-0724,1214.0,+5/-5,11730,DeepSeek,Proprietary,Unknown,https://platform.deepseek.com/api-docs/updates/#version-2024-07-24,2025-01-24,
56,57.0,Yi-Large,1213.0,+5/-5,16627,01 AI,Proprietary,Unknown,https://platform.01.ai/docs#models-and-pricing,2025-01-24,
56,67.0,Phi-4,1211.0,+7/-10,4039,Microsoft,MIT,Unknown,https://huggingface.co/microsoft/phi-4,2025-01-24,
56,46.0,Llama-3.1-Nemotron-51B-Instruct,1211.0,+8/-10,3898,Nvidia,Llama 3.1,2023/12,https://huggingface.co/nvidia/Llama-3_1-Nemotron-51B-Instruct,2025-01-24,
59,70.0,Gemini-1.5-Flash-8B-001,1212.0,+4/-3,36856,Google,Proprietary,Unknown,https://aistudio.google.com/app/prompts/new_chat?instructions=lmsys&model=gemini-1.5-flash-8b,2025-01-24,
59,55.0,Nemotron-4-340B-Instruct,1209.0,+4/-3,20604,Nvidia,NVIDIA Open Model,2023/6,https://huggingface.co/nvidia/Nemotron-4-340B-Instruct,2025-01-24,
59,68.0,Aya-Expanse-32B,1209.0,+4/-4,27764,Cohere,CC-BY-NC-4.0,Unknown,https://huggingface.co/CohereForAI/aya-expanse-32b,2025-01-24,
60,62.0,GLM-4-0520,1207.0,+5/-5,10212,Zhipu AI,Proprietary,Unknown,https://open.bigmodel.cn/dev/api#language,2025-01-24,
60,58.0,Reka-Flash-20240904,1205.0,+6/-7,8131,Reka AI,Proprietary,Unknown,https://docs.reka.ai/available-models,2025-01-24,
64,59.0,Llama-3-70B-Instruct,1206.0,+2/-2,163809,Meta,Llama 3 Community,2023/12,https://llama.meta.com/llama3/,2025-01-24,
64,77.0,Gemini-1.5-Flash-8B-Exp-0827,1205.0,+3/-4,25355,Google,Proprietary,2023/11,https://aistudio.google.com/app/prompts/new_chat?model=gemini-1.5-flash-8b-exp-0827,2025-01-24,
67,68.0,Reka-Flash-20240722,1201.0,+5/-4,13733,Reka AI,Proprietary,Unknown,https://docs.reka.ai/available-models,2025-01-24,
69,56.0,Claude 3 Sonnet,1201.0,+2/-3,113011,Anthropic,Proprietary,2023/8,https://www.anthropic.com/news/claude-3-family,2025-01-24,
69,74.0,Reka-Core-20240501,1200.0,+3/-3,62599,Reka AI,Proprietary,Unknown,https://www.reka.ai/news/reka-core-our-frontier-class-multimodal-language-model,2025-01-24,
70,86.0,Amazon Nova Micro 1.0,1197.0,+5/-5,11643,Amazon,Proprietary,Unknown,https://docs.aws.amazon.com/nova/latest/userguide/what-is-nova.html,2025-01-24,
74,86.0,Hunyuan-Standard-256K,1189.0,+10/-11,2900,Tencent,Proprietary,Unknown,https://cloud.tencent.com/document/product/1729/104753,2025-01-24,
77,70.0,Gemma-2-9B-it,1191.0,+4/-3,50951,Google,Gemma license,2024/6,https://aistudio.google.com/app/prompts/new_chat?model=gemma-2-9b-it,2025-01-24,
77,68.0,Command R+ (04-2024),1190.0,+3/-3,80852,Cohere,CC-BY-NC-4.0,2024/3,https://txt.cohere.com/command-r-plus-microsoft-azure/,2025-01-24,
77,88.0,Llama-3.1-Tulu-3-8B,1185.0,+9/-8,3079,Ai2,Llama 3.1,Unknown,https://huggingface.co/allenai/Llama-3.1-Tulu-3-8B,2025-01-24,
78,69.0,Qwen2-72B-Instruct,1187.0,+3/-3,38880,Alibaba,Qianwen LICENSE,2024/6,https://qwenlm.github.io/blog/qwen2/,2025-01-24,
78,51.0,GPT-4-0314,1186.0,+4/-3,55956,OpenAI,Proprietary,2021/9,https://openai.com/research/gpt-4,2025-01-24,
78,85.0,GLM-4-0116,1183.0,+7/-7,7583,Zhipu AI,Proprietary,Unknown,https://open.bigmodel.cn/,2025-01-24,
78,86.0,Ministral-8B-2410,1182.0,+9/-6,5114,Mistral,MRL,Unknown,https://huggingface.co/mistralai/Ministral-8B-Instruct-2410,2025-01-24,
80,79.0,Qwen-Max-0428,1183.0,+4/-4,25709,Alibaba,Proprietary,Unknown,https://help.aliyun.com/zh/dashscope/developer-reference/api-details,2025-01-24,
80,73.0,Command R (08-2024),1180.0,+5/-5,10846,Cohere,CC-BY-NC-4.0,2024/8,https://docs.cohere.com/docs/command-r-plus#model-details,2025-01-24,
80,88.0,Aya-Expanse-8B,1179.0,+7/-8,9571,Cohere,CC-BY-NC-4.0,Unknown,https://huggingface.co/CohereForAI/aya-expanse-8b,2025-01-24,
82,74.0,Claude 3 Haiku,1179.0,+2/-2,122299,Anthropic,Proprietary,2023/8,https://www.anthropic.com/news/claude-3-family,2025-01-24,
82,68.0,DeepSeek-Coder-V2-Instruct,1178.0,+4/-5,15754,DeepSeek AI,DeepSeek License,2024/6,https://huggingface.co/deepseek-ai/DeepSeek-Coder-V2-Instruct,2025-01-24,
82,86.0,Jamba-1.5-Mini,1176.0,+6/-6,9270,AI21 Labs,Jamba Open,2024/3,https://www.ai21.com/jamba,2025-01-24,
83,106.0,Meta-Llama-3.1-8B-Instruct,1176.0,+3/-2,52651,Meta,Llama 3.1 Community,2023/12,https://ai.meta.com/blog/meta-llama-3-1/,2025-01-24,
93,88.0,Reka-Flash-Preview-20240611,1165.0,+5/-4,20420,Reka AI,Proprietary,Unknown,https://docs.reka.ai/http-api.html#generation,2025-01-24,
93,68.0,GPT-4-0613,1163.0,+3/-3,91646,OpenAI,Proprietary,2021/9,https://platform.openai.com/docs/models/gpt-4-and-gpt-4-turbo,2025-01-24,
93,86.0,Qwen1.5-110B-Chat,1161.0,+4/-3,27466,Alibaba,Qianwen LICENSE,2024/4,https://qwenlm.github.io/blog/qwen1.5-110b/,2025-01-24,
93,128.0,QwQ-32B-Preview,1153.0,+11/-11,3412,Alibaba,Apache 2.0,Unknown,https://huggingface.co/Qwen/QwQ-32B-Preview,2025-01-24,
94,106.0,Yi-1.5-34B-Chat,1157.0,+4/-4,25126,01 AI,Apache-2.0,2024/5,https://huggingface.co/01-ai/Yi-1.5-34B-Chat,2025-01-24,
95,86.0,Mistral-Large-2402,1157.0,+2/-3,64925,Mistral,Proprietary,Unknown,https://mistral.ai/news/mistral-large/,2025-01-24,
95,88.0,Reka-Flash-21B-online,1156.0,+4/-4,16034,Reka AI,Proprietary,Online,https://docs.reka.ai/http-api.html#generation,2025-01-24,
96,118.0,InternLM2.5-20B-chat,1149.0,+6/-6,10595,InternLM,Other,2024/8,https://huggingface.co/internlm/internlm2_5-20b-chat,2025-01-24,
97,97.0,Llama-3-8B-Instruct,1152.0,+2/-2,109237,Meta,Llama 3 Community,2023/3,https://llama.meta.com/llama3/,2025-01-24,
98,86.0,Claude-1,1149.0,+4/-4,21162,Anthropic,Proprietary,Unknown,https://www.anthropic.com/index/introducing-claude,2025-01-24,
98,99.0,Granite-3.1-8B-Instruct,1142.0,+10/-12,3064,IBM,Apache 2.0,Unknown,https://huggingface.co/ibm-granite/granite-3.1-8b-instruct,2025-01-24,
99,93.0,Command R (04-2024),1149.0,+3/-3,56375,Cohere,CC-BY-NC-4.0,2024/3,https://txt.cohere.com/command-r,2025-01-24,
99,96.0,Mistral Medium,1148.0,+4/-3,35554,Mistral,Proprietary,Unknown,https://mistral.ai/news/la-plateforme/,2025-01-24,
99,95.0,Reka-Flash-21B,1148.0,+3/-4,25798,Reka AI,Proprietary,2023/11,https://www.reka.ai/news/reka-flash-efficient-and-capable-multimodal-language-models,2025-01-24,
99,91.0,Mixtral-8x22b-Instruct-v0.1,1148.0,+3/-3,53787,Mistral,Apache 2.0,2024/4,https://mistral.ai/news/mixtral-8x22b/,2025-01-24,
99,93.0,Qwen1.5-72B-Chat,1147.0,+3/-3,40630,Alibaba,Qianwen LICENSE,2024/2,https://qwenlm.github.io/blog/qwen1.5/,2025-01-24,
101,118.0,Gemma-2-2b-it,1143.0,+3/-3,42631,Google,Gemma license,2024/7,https://aistudio.google.com/app/prompts/new_chat?model=gemma-2-2b-it,2025-01-24,
109,93.0,Claude-2.0,1132.0,+5/-6,12757,Anthropic,Proprietary,Unknown,https://www.anthropic.com/index/claude-2,2025-01-24,
109,91.0,Gemini-1.0-Pro-001,1131.0,+4/-4,18792,Google,Proprietary,2023/4,https://aistudio.google.com/app/prompts/new_chat?model=gemini-1.0-pro,2025-01-24,
109,104.0,Zephyr-ORPO-141b-A35b-v0.1,1127.0,+6/-7,4863,HuggingFace,Apache 2.0,2024/4,https://huggingface.co/HuggingFaceH4/zephyr-orpo-141b-A35b-v0.1,2025-01-24,
110,111.0,Qwen1.5-32B-Chat,1125.0,+5/-4,22759,Alibaba,Qianwen LICENSE,2024/2,https://qwenlm.github.io/blog/qwen1.5-32b/,2025-01-24,
110,90.0,Mistral-Next,1124.0,+5/-5,12375,Mistral,Proprietary,Unknown,https://chat.mistral.ai/chat,2025-01-24,
110,121.0,Granite-3.1-2B-Instruct,1118.0,+10/-10,3127,IBM,Apache 2.0,Unknown,https://huggingface.co/ibm-granite/granite-3.1-2b-instruct,2025-01-24,
111,117.0,Phi-3-Medium-4k-Instruct,1123.0,+3/-4,26110,Microsoft,MIT,2023/10,https://huggingface.co/microsoft/Phi-3-medium-4k-instruct,2025-01-24,
112,130.0,Starling-LM-7B-beta,1119.0,+4/-5,16672,Nexusflow,Apache-2.0,2024/3,https://huggingface.co/Nexusflow/Starling-LM-7B-beta,2025-01-24,
112,104.0,Claude-2.1,1118.0,+4/-4,37695,Anthropic,Proprietary,Unknown,https://www.anthropic.com/index/claude-2-1,2025-01-24,
113,104.0,GPT-3.5-Turbo-0613,1117.0,+4/-4,38948,OpenAI,Proprietary,2021/9,https://platform.openai.com/docs/models/gpt-3-5,2025-01-24,
116,123.0,Yi-34B-Chat,1111.0,+5/-4,15920,01 AI,Yi License,2023/6,https://huggingface.co/01-ai/Yi-34B-Chat,2025-01-24,
116,110.0,Claude-Instant-1,1111.0,+4/-5,20621,Anthropic,Proprietary,Unknown,https://www.anthropic.com/index/introducing-claude,2025-01-24,
116,106.0,Gemini Pro,1110.0,+7/-8,6559,Google,Proprietary,2023/4,https://blog.google/technology/ai/gemini-api-developers-cloud/,2025-01-24,
116,93.0,GPT-3.5-Turbo-0314,1107.0,+8/-9,5645,OpenAI,Proprietary,2021/9,https://platform.openai.com/docs/models/gpt-3-5,2025-01-24,
117,119.0,Mixtral-8x7B-Instruct-v0.1,1114.0,+0/-0,76133,Mistral,Apache 2.0,2023/12,https://mistral.ai/news/mixtral-of-experts/,2025-01-24,
119,121.0,Qwen1.5-14B-Chat,1109.0,+5/-4,18675,Alibaba,Qianwen LICENSE,2024/2,https://qwenlm.github.io/blog/qwen1.5/,2025-01-24,
120,122.0,WizardLM-70B-v1.0,1106.0,+6/-6,8379,Microsoft,Llama 2 Community,2023/8,https://huggingface.co/WizardLM/WizardLM-70B-V1.0,2025-01-24,
120,104.0,GPT-3.5-Turbo-0125,1106.0,+3/-2,68861,OpenAI,Proprietary,2021/9,https://platform.openai.com/docs/models/gpt-3-5-turbo,2025-01-24,
120,127.0,Meta-Llama-3.2-3B-Instruct,1103.0,+6/-7,8403,Meta,Llama 3.2,2023/12,https://ai.meta.com/blog/llama-3-2-connect-2024-vision-edge-mobile-devices/,2025-01-24,
122,118.0,DBRX-Instruct-Preview,1103.0,+4/-3,33730,Databricks,DBRX LICENSE,2023/12,https://www.databricks.com/blog/introducing-dbrx-new-state-art-open-llm,2025-01-24,
123,125.0,Phi-3-Small-8k-Instruct,1102.0,+4/-3,18478,Microsoft,MIT,2023/10,https://huggingface.co/microsoft/Phi-3-small-8k-instruct,2025-01-24,
123,126.0,Tulu-2-DPO-70B,1099.0,+7/-7,6664,AllenAI/UW,AI2 ImpACT Low-risk,2023/11,https://huggingface.co/allenai/tulu-2-dpo-70b,2025-01-24,
127,118.0,Granite-3.0-8B-Instruct,1093.0,+6/-7,7002,IBM,Apache 2.0,Unknown,https://huggingface.co/ibm-granite/granite-3.0-8b-instruct,2025-01-24,
130,123.0,OpenChat-3.5-0106,1092.0,+6/-6,12984,OpenChat,Apache-2.0,2024/1,https://huggingface.co/openchat/openchat-3.5-0106,2025-01-24,
131,137.0,Llama-2-70B-chat,1093.0,+2/-2,39634,Meta,Llama 2 Community,2023/7,https://huggingface.co/meta-llama/Llama-2-70b-chat-hf,2025-01-24,
131,130.0,Vicuna-33B,1091.0,+4/-4,22950,LMSYS,Non-commercial,2023/8,https://huggingface.co/lmsys/vicuna-33b-v1.3,2025-01-24,
131,123.0,Snowflake Arctic Instruct,1090.0,+3/-3,34173,Snowflake,Apache 2.0,2024/4,https://www.snowflake.com/blog/arctic-open-efficient-foundation-language-models-snowflake/,2025-01-24,
131,133.0,Starling-LM-7B-alpha,1088.0,+6/-5,10417,UC Berkeley,CC-BY-NC-4.0,2023/11,https://huggingface.co/berkeley-nest/Starling-LM-7B-alpha,2025-01-24,
131,138.0,Nous-Hermes-2-Mixtral-8x7B-DPO,1084.0,+9/-8,3834,NousResearch,Apache-2.0,2024/1,https://huggingface.co/NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,2025-01-24,
133,124.0,Gemma-1.1-7B-it,1084.0,+4/-4,25059,Google,Gemma license,2024/2,https://huggingface.co/google/gemma-1.1-7b-it,2025-01-24,
133,138.0,NV-Llama2-70B-SteerLM-Chat,1081.0,+9/-12,3637,Nvidia,Llama 2 Community,2023/11,https://huggingface.co/nvidia/Llama2-70B-SteerLM-Chat,2025-01-24,
136,127.0,DeepSeek-LLM-67B-Chat,1077.0,+9/-7,4988,DeepSeek AI,DeepSeek License,2023/11,https://huggingface.co/deepseek-ai/deepseek-llm-67b-chat,2025-01-24,
137,138.0,pplx-70B-online,1078.0,+7/-7,6891,Perplexity AI,Proprietary,Online,https://blog.perplexity.ai/blog/introducing-pplx-online-llms,2025-01-24,
138,125.0,OpenChat-3.5,1076.0,+7/-8,8111,OpenChat,Apache-2.0,2023/11,https://huggingface.co/openchat/openchat_3.5,2025-01-24,
138,129.0,OpenHermes-2.5-Mistral-7B,1074.0,+9/-7,5091,NousResearch,Apache-2.0,2023/11,https://huggingface.co/teknium/OpenHermes-2.5-Mistral-7B,2025-01-24,
138,133.0,Granite-3.0-2B-Instruct,1074.0,+7/-7,7195,IBM,Apache 2.0,Unknown,https://huggingface.co/ibm-granite/granite-3.0-2b-instruct,2025-01-24,
139,144.0,Mistral-7B-Instruct-v0.2,1072.0,+5/-4,20051,Mistral,Apache-2.0,2023/12,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.2,2025-01-24,
139,144.0,Qwen1.5-7B-Chat,1070.0,+8/-7,4869,Alibaba,Qianwen LICENSE,2024/2,https://qwenlm.github.io/blog/qwen1.5/,2025-01-24,
140,144.0,Phi-3-Mini-4K-Instruct-June-24,1071.0,+6/-4,12818,Microsoft,MIT,2023/10,https://huggingface.co/microsoft/Phi-3-mini-4k-instruct,2025-01-24,
140,119.0,GPT-3.5-Turbo-1106,1068.0,+5/-4,17033,OpenAI,Proprietary,2021/9,https://platform.openai.com/docs/models/gpt-3-5,2025-01-24,
140,140.0,Dolphin-2.2.1-Mistral-7B,1062.0,+13/-13,1713,Cognitive Computations,Apache-2.0,2023/10,https://huggingface.co/ehartford/dolphin-2.2.1-mistral-7b,2025-01-24,
141,149.0,Phi-3-Mini-4k-Instruct,1066.0,+4/-5,21095,Microsoft,MIT,2023/10,https://huggingface.co/microsoft/Phi-3-mini-4k-instruct,2025-01-24,
141,143.0,SOLAR-10.7B-Instruct-v1.0,1062.0,+8/-9,4287,Upstage AI,CC-BY-NC-4.0,2023/11,https://huggingface.co/upstage/SOLAR-10.7B-Instruct-v1.0,2025-01-24,
145,150.0,Llama-2-13b-chat,1063.0,+4/-4,19736,Meta,Llama 2 Community,2023/7,https://huggingface.co/meta-llama/Llama-2-13b-chat-hf,2025-01-24,
148,145.0,WizardLM-13b-v1.2,1059.0,+7/-7,7177,Microsoft,Llama 2 Community,2023/7,https://huggingface.co/WizardLM/WizardLM-13B-V1.2,2025-01-24,
151,153.0,Meta-Llama-3.2-1B-Instruct,1054.0,+7/-6,8531,Meta,Llama 3.2,2023/12,https://ai.meta.com/blog/llama-3-2-connect-2024-vision-edge-mobile-devices/,2025-01-24,
152,151.0,Zephyr-7B-beta,1053.0,+6/-6,11332,HuggingFace,MIT,2023/10,https://huggingface.co/HuggingFaceH4/zephyr-7b-beta,2025-01-24,
152,149.0,SmolLM2-1.7B-Instruct,1047.0,+12/-14,2370,HuggingFace,Apache 2.0,Unknown,https://huggingface.co/HuggingFaceTB/SmolLM2-1.7B-Instruct,2025-01-24,
152,144.0,MPT-30B-chat,1046.0,+11/-12,2648,MosaicML,CC-BY-NC-SA-4.0,2023/6,https://huggingface.co/mosaicml/mpt-30b-chat,2025-01-24,
152,150.0,Zephyr-7B-alpha,1042.0,+13/-16,1815,HuggingFace,MIT,2023/10,https://huggingface.co/HuggingFaceH4/zephyr-7b-alpha,2025-01-24,
152,151.0,CodeLlama-70B-instruct,1041.0,+14/-20,1193,Meta,Llama 2 Community,2024/1,https://huggingface.co/codellama/CodeLlama-70b-hf,2025-01-24,
154,158.0,pplx-7B-online,1044.0,+7/-8,6336,Perplexity AI,Proprietary,Online,https://blog.perplexity.ai/blog/introducing-pplx-online-llms,2025-01-24,
154,152.0,CodeLlama-34B-instruct,1043.0,+7/-8,7512,Meta,Llama 2 Community,2023/7,https://huggingface.co/codellama/CodeLlama-34b-Instruct-hf,2025-01-24,
154,144.0,falcon-180b-chat,1034.0,+16/-16,1326,TII,Falcon-180B TII License,2023/9,https://huggingface.co/tiiuae/falcon-180B-chat,2025-01-24,
157,146.0,Vicuna-13B,1042.0,+4/-4,19786,LMSYS,Llama 2 Community,2023/7,https://huggingface.co/lmsys/vicuna-13b-v1.5,2025-01-24,
157,152.0,Gemma-7B-it,1037.0,+7/-5,9174,Google,Gemma license,2024/2,https://huggingface.co/google/gemma-7b-it,2025-01-24,
157,153.0,Phi-3-Mini-128k-Instruct,1037.0,+5/-4,21627,Microsoft,MIT,2023/10,https://azure.microsoft.com/en-us/blog/introducing-phi-3-redefining-whats-possible-with-slms/,2025-01-24,
157,170.0,Llama-2-7B-chat,1037.0,+4/-5,14553,Meta,Llama 2 Community,2023/7,https://huggingface.co/meta-llama/Llama-2-7b-chat-hf,2025-01-24,
157,146.0,Qwen-14B-Chat,1035.0,+8/-7,5072,Alibaba,Qianwen LICENSE,2023/8,https://huggingface.co/Qwen/Qwen-14B-Chat,2025-01-24,
157,155.0,Guanaco-33B,1033.0,+10/-8,3000,UW,Non-commercial,2023/5,https://huggingface.co/timdettmers/guanaco-33b-merged,2025-01-24,
167,158.0,Gemma-1.1-2b-it,1021.0,+5/-7,11346,Google,Gemma license,2024/2,https://huggingface.co/google/gemma-1.1-2b-it,2025-01-24,
167,162.0,StripedHyena-Nous-7B,1017.0,+7/-8,5271,Together AI,Apache 2.0,2023/12,https://huggingface.co/togethercomputer/StripedHyena-Nous-7B,2025-01-24,
168,177.0,OLMo-7B-instruct,1015.0,+7/-7,6508,Allen AI,Apache-2.0,2024/2,https://huggingface.co/allenai/OLMo-7B-Instruct,2025-01-24,
170,168.0,Mistral-7B-Instruct-v0.1,1008.0,+5/-6,9144,Mistral,Apache 2.0,2023/9,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.1,2025-01-24,
171,170.0,Vicuna-7B,1005.0,+6/-8,7016,LMSYS,Llama 2 Community,2023/7,https://huggingface.co/lmsys/vicuna-7b-v1.5,2025-01-24,
171,158.0,PaLM-Chat-Bison-001,1004.0,+6/-5,8743,Google,Proprietary,2021/6,https://cloud.google.com/vertex-ai/docs/generative-ai/learn/models#foundation_models,2025-01-24,
175,174.0,Gemma-2B-it,989.0,+9/-9,4921,Google,Gemma license,2024/2,https://huggingface.co/google/gemma-2b-it,2025-01-24,
176,174.0,Qwen1.5-4B-Chat,988.0,+5/-6,7814,Alibaba,Qianwen LICENSE,2024/2,https://qwenlm.github.io/blog/qwen1.5/,2025-01-24,
178,178.0,Koala-13B,964.0,+6/-7,7036,UC Berkeley,Non-commercial,2023/4,https://bair.berkeley.edu/blog/2023/04/03/koala/,2025-01-24,
178,178.0,ChatGLM3-6B,955.0,+9/-7,4764,Tsinghua,Apache-2.0,2023/10,https://huggingface.co/THUDM/chatglm3-6b,2025-01-24,
180,178.0,GPT4All-13B-Snoozy,932.0,+11/-14,1786,Nomic AI,Non-commercial,2023/3,https://huggingface.co/nomic-ai/gpt4all-13b-snoozy,2025-01-24,
180,178.0,MPT-7B-Chat,928.0,+10/-11,4013,MosaicML,CC-BY-NC-SA-4.0,2023/5,https://huggingface.co/mosaicml/mpt-7b-chat,2025-01-24,
180,183.0,ChatGLM2-6B,924.0,+11/-10,2707,Tsinghua,Apache-2.0,2023/6,https://huggingface.co/THUDM/chatglm2-6b,2025-01-24,
180,183.0,RWKV-4-Raven-14B,922.0,+8/-10,4934,RWKV,Apache 2.0,2023/4,https://huggingface.co/BlinkDL/rwkv-4-raven,2025-01-24,
184,178.0,Alpaca-13B,902.0,+7/-9,5876,Stanford,Non-commercial,2023/3,https://crfm.stanford.edu/2023/03/13/alpaca.html,2025-01-24,
184,184.0,OpenAssistant-Pythia-12B,894.0,+6/-8,6381,OpenAssistant,Apache 2.0,2023/4,https://huggingface.co/OpenAssistant/oasst-sft-4-pythia-12b-epoch-3.5,2025-01-24,
185,186.0,ChatGLM-6B,879.0,+8/-11,4988,Tsinghua,Non-commercial,2023/3,https://huggingface.co/THUDM/chatglm-6b,2025-01-24,
186,186.0,FastChat-T5-3B,868.0,+7/-11,4299,LMSYS,Apache 2.0,2023/4,https://huggingface.co/lmsys/fastchat-t5-3b-v1.0,2025-01-24,
